area,construction_status,per_sqr_ft,price,property_location,title,years
620 ,Ready to move,"3,548 ",22 L,"Nala Sopara, Mumbai",1 BHK Apartment in Shree Adeshwar Anand Heights,4 - 5 years old
585 ,Ready to move,"3,589 ",21 L,"Nala Sopara, Mumbai",1 BHK Apartment in Sahara Shreejee Reliable Shreejee Empire Phase I,0 - 1 year old
575 ,Ready to move,"10,956 ",63 L,"kasaradavali thane west, Mumbai",1 BHK Apartment,0 - 1 year old
805 ,Ready to move,"4,500 ",36.22 L,"Virar, Mumbai",1 BHK Apartment in Shubh Shwet Kini Tower,0 - 1 year old
 , , ,  ,,,
980 ,Ready to move,"4,500 ",44.1 L,"Virar, Mumbai",2 BHK Apartment in Shubh Shwet Kini Tower,0 - 1 year old
385 ,Under Construction,"15,911 ",61.26 L,"Thane West, Mumbai",1 BHK Apartment in Puraniks Tokyo Bay Phase 2A,Possession by Nov 2023
900 ,Ready to move,"32,222 ",2.9 Cr,"Andheri East, Mumbai",2 BHK Apartment,2 Bathrooms
550 ,Ready to move,"30,000 ",1.65 Cr,"Andheri East, Mumbai",1 BHK Apartment,1 Bathrooms
950 ,Ready to move,"29,473 ",2.8 Cr,"Ville Parle East, Mumbai",2 BHK Apartment,2 Bathrooms
667 ,Ready to move,"8,845 ",59 L,"kasaradavali thane west, Mumbai",1 BHK Apartment,0 - 1 year old
1100 ,Ready to move,"15,909 ",1.75 Cr,"Bhandup West, Mumbai",3 BHK Apartment,Resale 
680 ,Ready to move,"7,500 ",51 L,"Kalamboli, Mumbai",1 BHK Apartment in Kailash Parvat I,6 - 7 years old
675 ,Ready to move,"7,111 ",48 L,"Kalamboli, Mumbai",1 BHK Apartment,6 - 7 years old
1100 ,Ready to move,"6,954 ",76.5 L,"Kalamboli, Mumbai",2 BHK Apartment in Shree Shagun Shagun Residency,6 - 7 years old
1100 ,Ready to move,"7,000 ",77 L,"Ulwe, Mumbai",2 BHK Apartment,2 Bathrooms
1130 ,Ready to move,"26,991 ",3.05 Cr,"Kandivali East, Mumbai",3 BHK Apartment,Resale 
680 ,Ready to move,"7,058 ",48 L,"Ulwe, Mumbai",1 BHK Apartment,1 Bathrooms
390 ,Under Construction,"7,742 ",30.11 L,"Virar, Mumbai",1 BHK Apartment in Rustomjee Global City Virar Avenue D1,Possession by Nov 2020
512 ,Under Construction,"7,543 ",38.62 L,"Virar, Mumbai",2 BHK Apartment in Rustomjee Global City Virar Avenue D1,Possession by Nov 2020
642 ,Under Construction,"9,834 ",63.04 L,"Dombivali, Mumbai",3 BHK Apartment in Lodha Codename Smart Buy,Possession by May 2022
424 ,Under Construction,"9,822 ",41.64 L,"Dombivali, Mumbai",1 BHK Apartment in Lodha Codename Smart Buy,Possession by May 2022
540 ,Under Construction,"9,832 ",52.99 L,"Dombivali, Mumbai",2 BHK Apartment in Lodha Codename Smart Buy,Possession by May 2022
398 ,Under Construction,"9,826 ",39.1 L,"Dombivali, Mumbai",1 BHK Apartment in Lodha Codename Smart Buy,Possession by May 2022
527 ,Under Construction,"9,820 ",51.75 L,"Dombivali, Mumbai",2 BHK Apartment in Lodha Codename Smart Buy,Possession by May 2022
 , , ,  ,,,
508 ,Under Construction,"9,836 ",49.86 L,"Dombivali, Mumbai",1 BHK Apartment in Lodha Codename Smart Buy,Possession by May 2022
643 ,Under Construction,"9,832 ",63.12 L,"Dombivali, Mumbai",3 BHK Apartment in Lodha Codename Smart Buy,Possession by May 2022
569 ,Under Construction,"9,829 ",55.83 L,"Dombivali, Mumbai",2 BHK Apartment in Lodha Codename Smart Buy,Possession by May 2022
593 ,Under Construction,"9,821 ",58.24 L,"Dombivali, Mumbai",2 BHK Apartment in Lodha Codename Smart Buy,Possession by May 2022
427 ,Under Construction,"9,822 ",41.94 L,"Dombivali, Mumbai",1 BHK Apartment in Lodha Codename Smart Buy,Possession by May 2022
572 ,Under Construction,"13,867 ",79.32 L,"Thane West, Mumbai",2 BHK Apartment in Puraniks Tokyo Bay Phase 2A,Possession by Nov 2023
601 ,Under Construction,"15,262 ",91.72 L,"Thane West, Mumbai",2 BHK Apartment in Puraniks Tokyo Bay Phase 2A,Possession by Nov 2023
750 ,Ready to move,"5,466 ",41 L,"Naigaon East, Mumbai",1 BHK Apartment in Sealink MIttal Enclave,1 - 2 years old
780 ,Ready to move,"19,230 ",1.5 Cr,"Borivali West, Mumbai",2 BHK Apartment,2 Bathrooms
700 ,Ready to move,"4,500 ",31.5 L,"Virar, Mumbai",1 BHK Apartment in Shubh Shwet Kini Tower,0 - 1 year old
1115 ,Ready to move,"5,269 ",58.75 L,"Virar, Mumbai",2 BHK Apartment in Shubh Shwet Kini Tower,0 - 1 year old
640 ,Ready to move,"4,140 ",26.5 L,"Virar, Mumbai",1 BHK Apartment in Mandar Cassa Bilss,0 - 1 year old
640 ,Ready to move,"4,140 ",26.5 L,"Virar, Mumbai",1 BHK Apartment in Mandar Cassa Bilss,0 - 1 year old
595 ,Ready to move,"4,873 ",29 L,"Nala Sopara, Mumbai",1 BHK Apartment in Sai Om Sai Heights II Wing A And B,1 Bathrooms
605 ,Ready to move,"8,925 ",54 L,"kasaradavali thane west, Mumbai",1 BHK Apartment,0 - 1 year old
690 ,Ready to move,"7,391 ",51 L,"Kalamboli, Mumbai",1 BHK Apartment in Akshar Valencia,7 years old
725 ,Ready to move,"6,758 ",49 L,"Kalamboli, Mumbai",1 BHK Apartment in Giriraj Enclave,7 - 8 years old
900 ,Ready to move,"14,444 ",1.3 Cr,"Dahisar West, Mumbai",2 BHK Apartment,2 - 3 years old
680 ,Ready to move,"8,823 ",60 L,"Kalamboli, Mumbai",1 BHK Apartment in Platinum Avior,4 - 5 years old
625 ,Ready to move,"3,680 ",23 L,"Nala Sopara, Mumbai",1 BHK Apartment in Topaz Heights,1 Bathrooms
 , , ,  ,,,
600 ,Ready to move,"4,500 ",27 L,"Naigaon East, Mumbai",1 BHK Apartment in Unicorn Arena,4 - 5 years old
500 ,Ready to move,"4,700 ",23.5 L,"Naigaon East, Mumbai",1 BHK Apartment in Unicorn Arena,4 - 5 years old
1080 ,Ready to move,"7,407 ",80 L,"Ulwe, Mumbai",2 BHK Apartment,2 Bathrooms
1095 ,Ready to move,"6,849 ",75 L,"Kalamboli, Mumbai",2 BHK Apartment in Akshar Valencia,7 years old
686 ,Ready to move,"5,173 ",35.49 L,"Nala Sopara, Mumbai",2 BHK Apartment in MAAD Nakoda Heights,5 - 6 years old
600 ,Ready to move,"8,500 ",51 L,"kasaradavali thane west, Mumbai",1 BHK Apartment,0 - 1 year old
925 ,Ready to move,"7,567 ",70 L,"kasaradavali thane west, Mumbai",2 BHK Apartment,0 - 1 year old
850 ,Under Construction,"4,470 ",38 L,"Vasai, Mumbai",2 BHK Apartment in JSB Nakshatra Pride II,Possession by Sep 2022
1340 ,Under Construction,"9,000 ",1.2 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
1115 ,Ready to move,"9,000 ",1 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai Wonder,3 - 4 years old
500 ,Ready to move,"4,750 ",23.75 L,"Naigaon East, Mumbai",1 BHK Apartment in Unicorn Arena ,1 - 2 years old
1675 ,Ready to move,"9,000 ",1.5 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai Solitaire,4 - 5 years old
365 ,Under Construction,"8,205 ",29.95 L,"Kalyan West, Mumbai",1 BHK Apartment in Mahindra Happinest Kalyan Project A,Possession by Nov 2023
600 ,Under Construction,"7,750 ",46.5 L,"Kalyan West, Mumbai",2 BHK Apartment in Mahindra Happinest Kalyan Project A,Possession by Nov 2023
380 ,Under Construction,"7,881 ",29.95 L,"Kalyan West, Mumbai",1 BHK Apartment in Mahindra Happinest Kalyan Project A,Possession by Nov 2023
2015 ,Ready to move,"9,000 ",1.81 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai Solitaire,4 - 5 years old
3080 ,Under Construction,"9,000 ",2.77 Cr,"Kharghar, Mumbai",4 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
3075 ,Under Construction,"9,000 ",2.76 Cr,"Kharghar, Mumbai",4 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
1605 ,Ready to move,"9,000 ",1.44 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai Spring,3 - 4 years old
600 ,Under Construction,"4,500 ",27 L,"Vasai, Mumbai",1 BHK Apartment in JSB Nakshatra Pride II,Possession by Aug 2022
 , , ,  ,,,
1175 ,Ready to move,"9,000 ",1.05 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai Crystals,4 years old
1255 ,Ready to move,"8,784 ",1.1 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai Crystals,4 years old
610 ,Ready to move,"4,262 ",26 L,"Naigaon East, Mumbai",1 BHK Apartment in Shree Parasnath Nagari Building No 1,1 - 2 years old
625 ,Ready to move,"4,400 ",27.5 L,"Naigaon East, Mumbai",1 BHK Apartment in Sai Swapn Bhamini Sankul,2 - 3 years old
755 ,Ready to move,"4,768 ",36 L,"Naigaon East, Mumbai",2 BHK Apartment in Sai Swapn Bhamini Sankul,2 - 3 years old
565 ,Ready to move,"4,867 ",27.5 L,"Naigaon East, Mumbai",1 BHK Apartment in Ritu Gardenia,2 - 3 years old
560 ,Ready to move,"4,642 ",26 L,"Naigaon East, Mumbai",1 BHK Apartment in Sai Swapn Bhamini Sankul,2 - 3 years old
600 ,Ready to move,"4,500 ",27 L,"Naigaon East, Mumbai",1 BHK Apartment in Sai Swapn Bhamini Sankul,2 - 3 years old
850 ,Under Construction,"4,470 ",38 L,"Vasai, Mumbai",2 BHK Apartment in JSB Nakshatra Pride II,Possession by Sep 2022
2125 ,Under Construction,"9,000 ",1.91 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
1790 ,Under Construction,"9,000 ",1.61 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
1820 ,Under Construction,"9,000 ",1.63 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
1815 ,Under Construction,"9,000 ",1.63 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
1950 ,Under Construction,"9,000 ",1.75 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
1350 ,Under Construction,"9,000 ",1.21 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
1360 ,Under Construction,"9,000 ",1.22 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
560 ,Ready to move,"4,642 ",26 L,"Naigaon East, Mumbai",1 BHK Apartment in Sai Swapn Bhamini Sankul,2 - 3 years old
600 ,Ready to move,"4,500 ",27 L,"Naigaon East, Mumbai",1 BHK Apartment in Sai Swapn Bhamini Sankul,2 - 3 years old
2125 ,Under Construction,"9,000 ",1.91 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
1790 ,Under Construction,"9,000 ",1.61 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
 , , ,  ,,,
1820 ,Under Construction,"9,000 ",1.63 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
1815 ,Under Construction,"9,000 ",1.63 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
1950 ,Under Construction,"9,000 ",1.75 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
1350 ,Under Construction,"9,000 ",1.21 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
1360 ,Under Construction,"9,000 ",1.22 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
1240 ,Ready to move,"9,000 ",1.11 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai Jewels,6 - 7 years old
1190 ,Ready to move,"18,067 ",2.15 Cr,"Dahisar West, Mumbai",3 BHK Apartment,2 - 3 years old
500 ,Ready to move,"4,600 ",23 L,"Naigaon East, Mumbai",1 BHK Apartment in Unicorn Arena ,1 - 2 years old
500 ,Ready to move,"4,400 ",22 L,"Naigaon East, Mumbai",1 BHK Apartment in Unicorn Arena ,1 - 2 years old
510 ,Ready to move,"4,411 ",22.5 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
560 ,Ready to move,"4,642 ",26 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
755 ,Ready to move,"4,635 ",35 L,"Naigaon East, Mumbai",2 BHK Apartment in Rashmi Pink City Phase I,1 Bathrooms
540 ,Ready to move,"4,722 ",25.5 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
510 ,Ready to move,"4,460 ",22.75 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
790 ,Ready to move,"4,303 ",34 L,"Naigaon East, Mumbai",2 BHK Apartment in Sai Swapn Bhamini Sankul,2 - 3 years old
500 ,Ready to move,"4,430 ",22.15 L,"Naigaon East, Mumbai",1 BHK Apartment in Unicorn Arena ,1 - 2 years old
540 ,Ready to move,"4,907 ",26.5 L,"Naigaon East, Mumbai",1 BHK Apartment in JSB Nakshatra Greens,1 - 2 years old
790 ,Ready to move,"4,303 ",34 L,"Naigaon East, Mumbai",2 BHK Apartment in Sai Swapn Bhamini Sankul,2 - 3 years old
540 ,Ready to move,"4,814 ",26 L,"Naigaon East, Mumbai",1 BHK Apartment in JSB Nakshatra Greens 6A 6B 6C And 6E,0 - 1 year old
590 ,Ready to move,"4,406 ",26 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
 , , ,  ,,,
850 ,Under Construction,"4,470 ",38 L,"Vasai, Mumbai",1 BHK Apartment in JSB Nakshatra Pride II,Possession by Sep 2022
540 ,Ready to move,"4,814 ",26 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
540 ,Ready to move,"4,907 ",26.5 L,"Naigaon East, Mumbai",1 BHK Apartment in JSB Nakshatra Greens 6A 6B 6C And 6E,0 - 1 year old
500 ,Ready to move,"4,500 ",22.5 L,"Naigaon East, Mumbai",1 BHK Apartment in Unicorn Arena ,1 - 2 years old
540 ,Ready to move,"4,907 ",26.5 L,"Naigaon East, Mumbai",1 BHK Apartment in JSB Nakshatra Greens 6A 6B 6C And 6E,0 - 1 year old
500 ,Ready to move,"4,500 ",22.5 L,"Naigaon East, Mumbai",1 BHK Apartment in Unicorn Arena ,1 - 2 years old
565 ,Ready to move,"4,690 ",26.5 L,"Naigaon East, Mumbai",1 BHK Apartment in Ritu Gardenia,2 - 3 years old
500 ,Ready to move,"4,600 ",23 L,"Naigaon East, Mumbai",1 BHK Apartment in Unicorn Arena ,1 - 2 years old
500 ,Ready to move,"4,600 ",23 L,"Naigaon East, Mumbai",1 BHK Apartment in Unicorn Arena ,1 - 2 years old
540 ,Ready to move,"4,814 ",26 L,"Naigaon East, Mumbai",1 BHK Apartment in JSB Nakshatra Greens 6A 6B 6C And 6E,0 - 1 year old
500 ,Ready to move,"4,500 ",22.5 L,"Naigaon East, Mumbai",1 BHK Apartment in Unicorn Arena ,1 - 2 years old
535 ,Ready to move,"4,485 ",24 L,"Naigaon East, Mumbai",1 BHK Apartment in Reliable Garden,5 - 6 years old
565 ,Ready to move,"4,867 ",27.5 L,"Naigaon East, Mumbai",1 BHK Apartment in Ritu Gardenia,2 - 3 years old
760 ,Ready to move,"23,026 ",1.75 Cr,"Borivali West, Mumbai",2 BHK Apartment,2 Bathrooms
1200 ,Ready to move,"27,083 ",3.25 Cr,"Santacruz East, Mumbai",3 BHK Apartment,3 Bathrooms
980 ,Ready to move,"5,816 ",57 L,"Dombivali, Mumbai",2 BHK Apartment in Lodha Palava Lakeshore Greens,2 - 3 years old
717 ,Ready to move,"6,276 ",45 L,"Dombivali, Mumbai",2 BHK Apartment in Lodha Palava Lakeshore Greens,2 - 3 years old
624 ,Ready to move,"5,448 ",34 L,"Dombivali, Mumbai",1 BHK Apartment in Lodha Palava Lakeshore Greens,2 - 3 years old
900 ,Ready to move,"6,444 ",58 L,"Dombivali, Mumbai",2 BHK Apartment in Lodha Casa Rio Gold,2 - 3 years old
585 ,Ready to move,"17,094 ",1 Cr,"Borivali West, Mumbai",1 BHK Apartment,2 Bathrooms
 , , ,  ,,,
980 ,Under Construction,"5,115 ",50.13 L,"Virar, Mumbai",2 BHK Apartment in Shubh Shwet Kini Tower,2 Bathrooms
580 ,Under Construction,"5,198 ",30.15 L,"Virar, Mumbai",1 BHK Apartment in Shubh Shwet Kini Tower,2 Bathrooms
320 ,Ready to move,"16,875 ",54 L,"Borivali West, Mumbai",1 RK Studio Apartment,1 Bathrooms
710 ,Ready to move,"10,140 ",72 L,"kasaradavali thane west, Mumbai",1 BHK Apartment,0 - 1 year old
1240 ,Ready to move,"6,612 ",82 L,"Kalamboli, Mumbai",3 BHK Apartment in Ma Heights Mumbai Navi,3 Bathrooms
1175 ,Ready to move,"6,808 ",80 L,"Kalamboli, Mumbai",2 BHK Apartment in Reputed The Spring 2,0 - 1 year old
1060 ,Ready to move,"6,886 ",73 L,"Kalamboli, Mumbai",2 BHK Apartment in Platinum Aura,6 - 7 years old
1100 ,Ready to move,"7,727 ",85 L,"Kalamboli, Mumbai",2 BHK Apartment in Platinum Avior,4 - 5 years old
320 ,Ready to move,"8,750 ",28 L,"Mankhurd, Mumbai",1 RK Studio Apartment,1 Bathrooms
740 ,Ready to move,"7,229 ",53.5 L,"Roadpali, Mumbai",1 BHK Apartment in Varsha Balaji Crest,1 Bathrooms
670 ,Ready to move,"4,500 ",30.15 L,"Virar, Mumbai",1 BHK Apartment in Shubh Shwet Kini Tower,0 - 1 year old
675 ,Ready to move,"37,037 ",2.5 Cr,"Matunga, Mumbai",1 BHK Apartment in JPV Manav Heights,3 - 4 years old
755 ,Ready to move,"4,900 ",37 L,"Naigaon East, Mumbai",2 BHK Apartment in Sai Swapn Bhamini Sankul,2 - 3 years old
600 ,Ready to move,"4,416 ",26.5 L,"Naigaon East, Mumbai",1 BHK Apartment in Sai Swapn Bhamini Sankul,2 - 3 years old
1166 ,Ready to move,"7,289 ",85 L,"Kalamboli, Mumbai",2 BHK Apartment in Sky Integreat Radhekrishna,4 - 5 years old
640 ,Ready to move,"5,078 ",32.5 L,"Virar, Mumbai",1 BHK Apartment in Shubh Shwet Kini Tower,0 - 1 year old
1200 ,Ready to move,"20,833 ",2.5 Cr,"Sanpada, Mumbai",2 BHK Apartment,2 Bathrooms
650 ,Ready to move,"10,615 ",69 L,"Thane West, Mumbai",1 BHK Apartment,1 Bathrooms
1185 ,Ready to move,"9,000 ",1.06 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai Spring,3 - 4 years old
1155 ,Ready to move,"9,000 ",1.03 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai Spring,3 - 4 years old
 , , ,  ,,,
1800 ,Ready to move,"9,000 ",1.62 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai Spring,3 - 4 years old
1145 ,Ready to move,"9,000 ",1.03 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai Spring,3 - 4 years old
1600 ,Ready to move,"9,000 ",1.44 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai Spring,3 - 4 years old
540 ,Ready to move,"4,259 ",23 L,"Naigaon East, Mumbai",1 BHK Apartment in MAAD Yashvant Pride,2 - 3 years old
635 ,Ready to move,"4,173 ",26.5 L,"Naigaon East, Mumbai",1 BHK Apartment in Reputed Jay Vijay Nagri Phase 1,1 Bathrooms
635 ,Ready to move,"4,094 ",26 L,"Naigaon East, Mumbai",1 BHK Apartment in Reputed Jay Vijay Nagri Phase 1,1 Bathrooms
1805 ,Under Construction,"9,000 ",1.62 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
1240 ,Under Construction,"9,000 ",1.11 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai World Empire,Possession by Sep 2022
800 ,Ready to move,"20,000 ",1.6 Cr,"Borivali West, Mumbai",2 BHK Apartment in Romell Empress,2 Bathrooms
580 ,Under Construction,"4,741 ",27.5 L,"Naigaon East, Mumbai",1 BHK Apartment in JSB Nakshatra Greens Phase II,2 Bathrooms
755 ,Under Construction,"4,768 ",36 L,"Naigaon East, Mumbai",2 BHK Apartment in JSB Nakshatra Greens Phase II,2 Bathrooms
735 ,Ready to move,"9,000 ",66.15 L,"Kharghar, Mumbai",1 BHK Apartment in Paradise Sai Wonder,3 - 4 years old
690 ,Ready to move,"9,000 ",62.1 L,"Kharghar, Mumbai",1 BHK Apartment in Paradise Sai Wonder,3 - 4 years old
640 ,Ready to move,"4,062 ",26 L,"Naigaon East, Mumbai",1 BHK Apartment in Kothari Apeksha Imperial H1 16 H1 17 H1 19 To H 22,1 - 2 years old
800 ,Ready to move,"18,125 ",1.45 Cr,"Borivali West, Mumbai",2 BHK Apartment,2 Bathrooms
1150 ,Ready to move,"7,826 ",90 L,"Kamothe, Mumbai",2 BHK Apartment in Om Shivam Arjun,2 Bathrooms
600 ,Under Construction,"4,991 ",29.95 L,"Shil Phata, Mumbai",1 BHK Apartment,2 Bathrooms
550 ,Ready to move,"4,090 ",22.5 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
680 ,Ready to move,"4,044 ",27.5 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
570 ,Under Construction,"4,824 ",27.5 L,"Naigaon East, Mumbai",1 BHK Apartment in JSB Nakshatra Greens Phase II,1 Bathrooms
 , , ,  ,,,
500 ,Ready to move,"4,600 ",23 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
510 ,Ready to move,"4,411 ",22.5 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
500 ,Ready to move,"4,500 ",22.5 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
635 ,Ready to move,"4,173 ",26.5 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
510 ,Ready to move,"4,460 ",22.75 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
610 ,Ready to move,"4,016 ",24.5 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
850 ,Ready to move,"4,647 ",39.5 L,"Naigaon East, Mumbai",2 BHK Apartment,3 - 4 years old
560 ,Ready to move,"4,732 ",26.5 L,"Naigaon East, Mumbai",1 BHK Apartment in JSB Nakshatra Greens,1 - 2 years old
590 ,Ready to move,"4,200 ",24.78 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
850 ,Ready to move,"5,294 ",45 L,"Naigaon East, Mumbai",2 BHK Apartment,3 - 4 years old
500 ,Ready to move,"4,500 ",22.5 L,"Naigaon East, Mumbai",1 BHK Apartment in Reputed Globle Arean,1 Bathrooms
545 ,Ready to move,"4,770 ",26 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
510 ,Ready to move,"5,196 ",26.5 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
615 ,Ready to move,"3,902 ",24 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
565 ,Ready to move,"4,513 ",25.5 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
610 ,Ready to move,"5,081 ",31 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
570 ,Ready to move,"4,912 ",28 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
625 ,Ready to move,"4,160 ",26 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
570 ,Ready to move,"4,912 ",28 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
680 ,Ready to move,"4,338 ",29.5 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
 , , ,  ,,,
560 ,Ready to move,"4,642 ",26 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
580 ,Ready to move,"4,482 ",26 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
770 ,Ready to move,"4,545 ",35 L,"Naigaon East, Mumbai",2 BHK Apartment,3 - 4 years old
500 ,Ready to move,"4,560 ",22.8 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
540 ,Ready to move,"4,351 ",23.5 L,"Naigaon East, Mumbai",1 BHK Apartment in MAAD Yashvant Pride,2 - 3 years old
500 ,Ready to move,"4,000 ",20 L,"Naigaon East, Mumbai",1 BHK Apartment in Rashmi Star City,7 - 8 years old
525 ,Ready to move,"4,761 ",25 L,"Naigaon East, Mumbai",1 BHK Apartment,3 - 4 years old
580 ,Ready to move,"4,568 ",26.5 L,"Naigaon East, Mumbai",1 BHK Apartment in KM Narmada Mohan Apartment,1 - 2 years old
624 ,Ready to move,"5,288 ",33 L,"Dombivali, Mumbai",1 BHK Apartment in Lodha Palava Lakeshore Greens,2 - 3 years old
940 ,Ready to move,"4,574 ",43 L,"Dombivali, Mumbai",2 BHK Apartment in Lodha Palava Lakeshore Greens,2 - 3 years old
